a,b,c,y
293.39637903984567,171.6759673996694,743.9178997785186,927.5546764916353
50.95385054586836,-22.69854696333914,922.000216125492,927.6355594924452
-805.7514274333839,70.15713384357332,430.59415729469197,197.0889150720173
-945.8634646030368,412.24871860838925,-915.287013440387,-1024.450475670538
-788.1098219703874,-397.79560008386454,-408.12537440832773,-869.7264484403892
-915.1903697131576,478.75729242973466,545.5213885382063,479.8365781820211
264.91119200688763,750.0969153337244,-893.7014954528087,-430.349307116984
-501.0979498822947,335.7684420911162,-635.1473405971644,-634.2957695123713
501.9870571206952,-430.889852989508,833.5236898384007,785.4077823838785
547.3678773121583,454.05369024488937,-309.1612440137303,100.32156021276711
516.5843694490404,-895.5914688100088,-909.4504984373685,-1185.051443026026
878.2713914406413,567.3803312833506,183.24807647520197,759.695372597091
380.0605504742218,-626.1786634100481,673.6106797154714,487.2081981685213
-771.6687180427443,-555.5371804015422,794.5218580798123,259.5303618647932
793.8440970701929,632.8088593235502,907.5017245947538,1488.5208532799265
840.3254192765137,136.20754147403682,-308.660086503352,39.55215732583766
971.6781752039228,975.218091442094,-797.5075382960947,13.99423249292651
-140.11514975077864,-5.897959189798485,-65.53601383245496,-115.19004334428043
428.938772859648,-421.1305817773539,568.1798534074369,500.59415347197597
910.9935437208919,847.7496528061406,189.48547764647833,917.0248186231794
278.008589908917,613.8280258110024,-475.9347975306265,-76.35125465548633
376.7838983619149,704.640653852809,637.5098417284737,1115.424801442183
-307.6404352752322,-161.10656787372818,-577.8603550491655,-760.9604507444404
337.74586364273796,-713.3324183531471,680.1283633148832,436.044108685889
-214.14445394853794,682.5974545068268,-996.4842710486996,-726.5670284447989
-805.1646202659338,916.3058016919761,-324.6278515627598,-134.86315747208303
-79.26655734526173,34.89378615349756,-20.8081804997247,-29.78347320472983
885.4248190633743,-129.14158021001845,395.8665804176146,626.4373966670635
-477.54055095821695,674.1915703501809,353.6813977395864,531.5969992619379
-139.97683441360255,773.1939168058952,-926.6182925027282,-586.6802789043148
892.9640562965965,197.2294977659094,-617.2675192290246,-220.99808491387114
-737.4017429715029,17.211692244040364,629.3392439135066,392.1445090450258
-6.843862413211468,865.7426701877564,6.841737618280604,437.43178524108833
-742.9015019199745,-155.470849636391,-195.80312249894916,-521.1723812904695
94.32516120758805,-359.5859359673907,-294.42874180025444,-442.7799893814204
360.9713476020088,-847.2140855160446,524.2557559020033,220.97249567798394
-738.3597340791234,523.0306907756062,877.1495339553248,892.5449679834202
-51.371102842060736,993.3234215243147,723.1961268202251,1202.7341366350288
633.5005951704572,439.8089860502321,870.2258255350732,1301.2971836170084
163.7740107069667,123.90741526633383,229.5537022942633,346.09874682975243
59.32227826368717,243.75715173816434,-700.096605952504,-558.4439373288595
-900.4458188901068,945.5001748574891,414.1510961842014,586.7525773162437
56.31588693310937,-825.5804247974163,-712.4729187895018,-1106.4911688771735
419.8041022341313,-660.9617072714109,733.4969902916375,542.9508374006425
234.32334090086988,634.5829447080273,123.89837176525793,519.2976244195617
-656.5939149946871,801.8642878091941,-406.7686024145512,-224.70109684151646
-34.84531482174668,-121.29442666364594,266.71517205857685,194.45285378617166
657.4945382535507,-950.4773039045298,770.3280030637541,514.2541971960061
197.84324923520035,784.1114634096336,-104.47125646679115,353.5322249830925
-396.34070098301663,-195.5245869155417,-789.1500290846059,-1019.0258895367157
-280.3881755604773,703.7362575108796,-180.91021060393598,77.49519296467804
-364.08672651788504,-901.3807176423892,-512.0158827928633,-1084.0684837866863
-674.2498202187337,-917.209691018479,586.7365902255754,-96.6181953565754
852.4431404998065,-166.24789347335775,356.9169704857891,557.9407372490458
460.3655642770116,-32.20336660901535,870.5599175618215,1007.913422349651
104.14493133155497,-441.8235546961969,167.1951656662734,-19.001634571306713
-627.7282497428447,-212.8247422161338,466.2756690348381,150.62054801248962
368.52290791217183,-511.28323266292864,267.74069686046323,134.94004983305615
511.8618586723928,-371.18418797947174,440.1852519822987,425.2137775500272
563.3323353157766,-837.6506370027062,163.90895801334,-67.1389153827542
-189.97291992786415,-738.2681085326906,-832.9974215524983,-1265.455782461465
-107.20633659448993,107.41537309039018,-696.7987035560861,-678.8264625423877
682.5225515893578,-85.60635192021277,-740.4817636907687,-555.7774224544225
-930.4845920019653,642.3151092409369,674.4715732495818,685.4675972027284
-35.82220326716492,-6.435652637320345,777.3960590185818,762.2374982775334
898.2301124041912,226.70271514191586,-816.0622197346416,-403.30082469562
-641.861912623416,-413.819686273285,-393.714682888128,-814.5784968992425
953.9349341324044,611.5097376545093,-177.82151490127228,445.9116653034505
-293.55673587202284,-627.323499140747,984.2739592798296,572.7599644187818
-762.6963023698521,-884.345900320565,792.3075635710848,95.90251262085154
645.0649191352215,146.05093636858032,861.3478974720517,1149.3950053680824
352.56884222280337,988.8325895643911,-342.89607223969256,269.0431699501042
83.1794327559594,494.39313519968505,831.8806530592374,1106.8036982443996
796.8034227122544,-76.81657020703756,-505.5937608933532,-278.40090509278724
627.8074584913302,998.7379715935865,-420.48388419255684,288.15425443467984
-111.8537104160331,327.25139241754823,-798.2217787638783,-671.8806526937818
-589.4382493050421,879.1837768112391,-686.2292332984914,-443.11676132788585
951.9819138698506,378.60118249623406,-234.28004189177182,272.3478539796287
-679.4967638342553,-847.5728984904192,-491.61340386744314,-1141.898774390738
578.2901951855804,-332.21434389363264,-423.21030635828856,-396.5540799099115
752.4404816872623,-291.19094124970263,-97.176802237434,8.041221033468778
194.2087860340166,207.78965247422911,-247.4460694805955,-78.81498123214207
-851.9704479959378,144.4417457865402,987.8590656376925,776.0897891989835
-803.994629770142,630.8337621867809,513.0465136353414,560.4651848053513
343.32943482292626,47.67863628962277,-463.90582329194194,-325.6233602061551
714.9414332551537,-488.8233648935902,780.2343294459106,774.1364580841667
-409.88012862498954,969.4834516312858,885.8287510237135,1233.943767297693
-51.70156400095857,500.17353960584705,687.404191792743,920.2571069286802
-253.67080466965876,-457.6577493928247,-109.89869718591126,-423.28450677220985
-865.6653300004502,-529.2362843298268,-492.59468234852875,-1045.7679345135925
-381.2351537893255,-862.2614204217249,537.946583375516,-20.26251143178834
222.5089807583529,235.09839212434736,-263.2096582682142,-71.49080195325621
-409.59412752965375,243.62716454862243,684.6021408508559,669.8843472819492
482.00901600709994,144.9336899070222,-734.7734582652665,-501.63694130938876
210.7739047332973,314.2842702190487,-546.2656730487922,-318.8655696948355
-563.8206778052931,555.3638090505851,-594.8993220509985,-505.1576434608037
188.60312275815045,-112.48149394120753,820.5108296059841,827.1377902214305
396.60652795109763,989.4058519968344,-467.8664983345409,159.0386036475755
-691.9056721478163,-326.32588045080354,927.4325120509577,533.6343477762839
-97.36918640414012,786.2836781748765,-371.03043059738593,-10.344986977994381
335.48090752551207,149.0581143354559,658.0157491834627,844.3717755263615
-567.1493806679391,286.1246344693907,-638.7280269514245,-684.7155032727087
-717.8133197333239,-929.1245624978368,-499.4012121244422,-1203.2345999511354
980.1876571409805,-128.66552185399541,-27.706001023444628,234.69045709655117
144.48554809440202,-538.3204347251362,-722.6747601035488,-943.6731281013163
-877.7580391666276,-985.8558953570002,-330.0378211926504,-1115.5517819266931
760.9628794824814,-930.7265913630775,767.4794817227998,555.7704792020882
-840.5413701881048,616.8074734166853,-756.4780291664767,-728.2547491875024
-37.89150516496261,-488.7455339089424,536.0326047234701,279.02933604734466
464.9162499755073,-227.01719445616698,776.7105987090624,818.1740848061481
381.08077770978866,-614.8184300774011,-785.5251664630782,-965.9074555985159
583.2583033774988,-555.6539063276612,187.61025792218038,104.20273921751607
-710.4839042795712,-902.6054141403737,765.0519072537652,76.92123209038796
197.005483141073,-331.51508511418774,430.6034650814811,330.5144169047449
-293.9929131151307,184.52758090523662,-179.17218098148214,-184.9060282339074
820.4224362039811,920.9659726371265,692.9446343460431,1426.9017660659333
733.9639848987558,-675.0914267967341,852.2025655082066,759.3115137427582
819.9689929476665,-240.6933406642155,730.4531712305006,883.4294985476153
-782.2190412266019,103.86424288153944,641.3308995570576,432.52334058895997
283.58463363180886,31.993997052115446,227.83260752963793,338.3578172662985
-131.80288979822149,627.2604819267499,113.44641030118737,383.14235466515515
332.98319916260925,-930.0420339854838,514.5600007000005,160.53338342812833
881.343285678287,451.5573997178458,-99.16925804970231,420.3905370353162
839.3073646500065,-528.1812824120234,-92.10461172311966,-76.42613137912916
-967.5557508285046,-972.2292112122275,-970.8997258303533,-1779.5329150459688
-306.662941341918,420.7617056045128,-117.3078123293136,-9.147939974363188
-45.25807758313681,-631.723761846009,347.93397358990296,16.98606680585289
706.875615584506,-65.09763598157986,780.4465301563403,983.5229173603858
-724.6047251294635,6.843765664905163,-911.5824966504929,-1149.6955221945282
-248.10101206170907,679.5324485058873,-408.94509279555473,-151.87920589651415
609.6756311655415,723.5088476642645,-948.6415826179302,-383.6619483972842
-720.721970885789,437.03678058896276,468.2585369928795,446.5362703254312
-539.2878519135,314.39155279170177,-398.1871617499668,-420.7540026586159
-436.1742900711496,-392.68116246495174,828.2835011520851,486.55148989589276
922.5012300336673,-698.0992607423166,850.1151332538955,808.5659128939595
-263.7875232581355,-632.1101188544073,-590.4113314162316,-994.395565262814
109.73527156857676,595.7368739418587,-150.3269940892809,184.11986673784068
-564.3532020249577,-785.2918506119075,-270.1645008452698,-850.9281601595429
-210.38213243815744,3.7447566955462435,115.3538565164381,47.098857384825415
-52.28699956656624,483.81334946109337,415.2710916601309,639.7487665351554
-6.464566158560274,493.67778056420366,-540.4387262257728,-295.7546913298578
96.18020763206596,-557.5541173330652,-410.6563795455844,-657.3733690014284
-767.9758346465708,-288.956698546466,-298.6390391045661,-699.1093332599894
-280.9456484696593,387.3768259276153,901.0806205905828,1001.120484064504
-274.77635590561135,-326.8061890453291,112.22779530696153,-142.7674178509068
-667.8310530550652,-837.3175337045755,391.51778685977115,-249.75133101087167
185.5903121376798,462.6069763927037,-461.98648862260256,-168.81956304702413
-589.3721610206846,695.0783289700391,-138.72452985162863,12.357247626496049
-709.9969041108152,804.3955984082613,101.0548592352086,266.5870237357342
83.79518710035086,-575.6905251151685,776.7836344012696,516.8701008771358
-151.5287616505816,846.4684055798232,760.7714884312568,1133.4961040043079
-365.67316087169763,328.55084634271793,282.47132541118935,324.8556949586491
-850.3233572571494,-550.9235664275413,704.4844399833864,145.58153768389926
845.3488027214012,194.5830793654468,25.375365217930494,404.44983914112095
870.7682391615135,681.62231113996,194.62053016708137,825.6877654575658
290.8305563788822,273.5836168357455,-917.0397509102229,-683.3044236993894
-322.6968520199554,-718.7976256550019,-423.7086702585706,-890.6731004260566
348.06279246314307,101.65988474013989,72.42509890861356,239.2759720997312
-19.602465971167817,-484.4008292676418,881.7692739255663,633.0347039680228
115.09358179378364,-615.6295825676664,734.2032098971495,464.75294587791086
722.3475163079515,-552.922591661735,-889.5156353911609,-925.1944257860446
68.91412159306537,377.41840180508984,939.1544316277784,1150.8350063946784
-332.6661941665121,-659.678173933635,-696.4634111008286,-1137.1912294564836
699.4042047842177,-68.34129763201213,908.4040475674942,1107.368133679561
-826.066307437167,-404.09516607506885,783.0235776116078,305.62055876168444
103.89636637476065,49.247620552477656,220.55982522936142,279.8157576305205
960.8458275942689,-342.76226709062803,712.1552532201554,861.0560622062644
327.9526384256146,-434.4463602960658,676.2793797453503,568.373745739189
764.7037453396149,-119.6870322968449,-846.3382381269207,-651.2805058288048
-672.1994096683621,-986.9514051603314,677.6583626850615,-39.88380978455818
970.6826804950097,-154.84654352881705,-457.6920483945106,-211.55442666058255
489.67522459211796,751.971531401439,-56.49196758995072,482.71887297480816
-814.3291856069361,894.594826171937,-99.9590811209921,75.89527009599773
269.70708834154243,-931.6639326799972,669.0525814240066,293.1229778645221
141.73460696433813,-155.7889619486208,822.5765063608565,791.9268943746588
-582.8972366535825,-993.5719936727716,127.12090877716787,-563.9641669437453
-83.31104008336206,789.4542284929375,14.372374304843788,381.32914185685854
250.68265162613898,365.2338606125684,-610.0514449210033,-343.8736307393394
-855.9999214264011,-625.5694632089551,128.80722488055721,-469.310813866054
921.1545244299318,242.52971826576618,-396.97023886019304,31.346128416000663
-41.31980539421659,-209.9206408076691,758.0879677988871,639.3543789303136
197.7339502038849,-324.3553194702853,-971.5366377234562,-1067.8029807239704
-92.18971434617788,-345.86120725020714,-957.6752191815607,-1161.3357275887236
-536.8074624121859,-557.4287127815142,111.36629800776586,-346.2838791870532
719.1451966008585,-816.8937190746874,-884.247486909175,-1052.9792809128992
-908.6892984480885,973.8586414795741,-831.972975222269,-647.9400872985115
592.9777502289078,887.7782453040227,-921.5590190013759,-280.0106462730619
-23.887215552583143,903.9972494226386,-925.2967153098346,-481.26049578270965
-894.6468776610994,449.0992085529506,-76.31083751309723,-149.97685912365503
-823.3013303313908,98.08137754926997,-957.6054468084087,-1182.9985348109042
-356.27544963691355,-717.3941386648501,-519.219720875612,-996.6752734203417
-983.0381507446504,79.58162313642265,-320.081939815384,-607.9705118287228
172.2185173613948,727.2704440412667,-873.4832378859545,-452.44184341152294
-535.3116107961534,-20.7761297452671,573.5274268530909,384.70215838173954
-819.27424562604,-535.7027000381105,147.05955769693924,-393.883207530796
-989.9390574747424,-932.958072809517,305.26672099856023,-491.1920012311124
996.6195392464085,962.3331574361882,58.3634366931567,871.736528493387
346.35527957654926,-990.4180388371617,-667.9903556454112,-1047.7476152051424
-172.39532036851085,392.8920757794117,608.842391537245,747.8233226374472
-980.6623129421896,841.692355105482,993.5432657861236,1087.502005691468
223.99626598164082,-383.78753668408706,-68.04245098349224,-185.27079733165547
206.36320665062135,-881.592882597555,-104.2243452393634,-476.2330509879337
-347.859326397868,-430.7997814088062,-632.1866234698334,-963.5396229735258
424.8335304561176,39.35367402022189,-772.0003482828965,-610.7123344540797
-743.7546485933107,-572.0373793861713,-79.68364567227161,-613.6205515631276
386.336578625956,80.07261056197535,-253.8644601757902,-85.0492953528172
-624.7325242913781,428.29718246930065,-767.4608927577938,-761.5564762869362
-613.3585134709635,868.8724511210567,715.5411700504769,945.5245577873508
-402.69273234124705,-961.5781799022909,660.5450149347387,45.52501420317752
-925.6703803580957,490.590906058309,857.5756080185554,794.3142675950113
994.6709133904619,-109.27524704346547,937.89770793862,1214.8170555470415
-557.731206112818,141.67886331904947,212.78228049619543,97.71131011811417
139.72518651556675,-899.3145162413942,461.31352097082345,58.2313250219819
-858.3135984427854,162.41199158204063,372.4329154548834,167.5343784316419
-441.2861335542739,760.1644927850643,-79.42267886900311,153.56418967210442
247.92373935407704,784.1762210012423,-424.9368956475446,49.79246130443558
238.05544694148261,-558.4152733617241,725.8007647732379,525.9449437395368
836.7409005303975,-456.00527814504676,41.24918462338337,92.16017906099249
-526.8302450906506,-100.2665741140471,739.7651357849261,514.021767031019
908.4990454410454,-442.5375323119955,424.31860156197126,505.88285055298866
-719.107880398913,-754.7863695207071,965.9063476533706,348.8105360933793
802.9512123331162,-625.7008430360504,544.4534319202082,499.2534145132218
-542.2993592141696,-849.1440259959707,-977.3414973387715,-1582.6799634081465
382.7691733501417,733.1800609132872,-479.5498776125062,14.629877294184675
355.1339965890106,-121.37376102750625,907.9527708403257,965.6438891895762
-7.430256255453742,398.11070113847836,918.9670739811747,1115.5456724652627
764.8189385727094,224.59923016010248,479.50024704448856,846.7395083154429
-278.27751443229977,-544.2812350303736,767.2138707285851,402.31408173596503
113.23907586441942,-480.55547165644,308.5824433893183,106.05106618257147
477.17967749703325,180.47527451778797,-281.4068305187003,-32.10930076079523
564.0832979551917,-359.875427283461,813.4674429163906,821.557495259724
-948.8647925790574,-215.6505467145911,-593.2990904979581,-1017.4126280482728
850.0154646295587,-432.82733528223605,-389.3271038931309,-322.4022833243961
479.7528971734139,995.5933789609285,806.5960807421632,1464.3104026137655
-116.64277351195108,-343.54629617980174,554.9807065615801,344.3266339676955
-925.8419426308875,-753.6071763643661,-2.8924115772977075,-688.3099806364432
-681.4101759372843,-78.71701762500777,112.63945103029346,-153.85578309463855
-168.90321797792512,696.4306137097274,-243.46157256498577,48.452661630569544
-595.4075272765356,-30.05968091641728,-91.39107387008937,-304.8900900871432
-751.1562588457239,327.5597406314282,728.1654701287941,641.559920829267
-312.6419410010859,532.7552749646666,736.9299514880481,899.0936086366861
179.72902950080538,-211.24732513138338,55.21326751204151,9.499281446618284
-674.4370989270811,-659.4509942251066,-113.04010603026234,-667.5779694518428
-476.61715300333026,488.5148729831933,-12.120846885182345,73.2642052719709
317.040226944898,-603.5671649105825,-100.79944413391036,-296.90295094090226
619.081820872809,-833.4055738263712,-355.1191388015558,-565.4613187571385
671.6517144876577,255.66011407197288,-106.14220318168213,245.57175868352354
727.7493871205547,-485.5428491431512,174.76095897017217,174.5726634387815
-960.5591060944416,648.3340055390788,627.8028639696022,631.7834980409945
743.7911024413183,-965.6941322672983,-475.6866968428544,-710.6033954960642
-762.4611527523193,-259.468306651234,124.15832090156482,-259.72955000815864
-831.8480503810201,-37.9863501582804,261.05610668476083,-35.21975185471942
-738.2860343795232,45.9350313041889,-161.43146089901302,-384.55929004009295
-384.57136450996643,297.2354248631598,428.81637390943524,449.24363150435966
23.75292480622295,44.131074192237975,90.39586720302873,120.37904590122203
-954.1857512282417,292.80545435673434,-881.6787460839126,-1053.337935981626
-821.2943739542817,744.276330581785,970.7515481930052,1069.1249221658038
99.11645622690594,379.0939060295698,-40.71322905666739,181.8725427004195
588.8842029646678,136.05820061347708,-777.6004428219412,-513.2766081936468
56.751596173086,-69.41949502193268,7.792734644174857,-7.999814142429481
105.77722776028872,-622.604034279228,38.97014437193843,-237.07279684757935
-41.64630867792641,-694.4348294196434,-659.0325492867792,-1020.1320668892429
-946.6891484073352,127.60156939125613,133.79697989402484,-117.96528487945882
-807.5744878245665,-963.7014926199817,866.9268242653857,115.8845820138727
-598.9692488187058,-950.305094953765,-747.317482592156,-1422.1264463419402
-68.13214028217305,-13.969082763813276,766.2757474625982,736.5804926533007
982.922912053757,-923.9516643234582,-239.7781801711227,-374.1130416482661
923.9480917340118,919.5964451079562,285.9534522524116,1053.7343720510603
-959.5307455084978,648.693916992275,-549.018506820734,-544.5151301607625
-715.6336402220094,311.73330488074293,-526.6634795566929,-609.3413738569913
651.9828909772218,433.40244872056746,53.52357089778593,487.5524255838102
365.374099980462,909.3619402882614,216.44348255921727,792.9158193635019
564.4094336061214,23.16257924516526,287.625514415359,487.34328190664877
95.80429671059574,-476.175442495113,-590.9059110710446,-797.0588667484026
391.5523978330202,-384.92071953610525,352.80505867058673,290.86216484687424
